round,loss,acc,auc
1,0.9023932572473201,0.7084607543323139,0.8866510304905434
2,0.7976065026206951,0.7573904179408767,0.8941938220470084
3,0.8894897212979748,0.7584097859327217,0.8963346474374969
4,0.8334396476045661,0.7655453618756372,0.8933704276660513
5,0.9228292903525871,0.7573904179408767,0.8939343280602824
6,0.9190367242125804,0.7686034658511722,0.8961250561405258
7,0.8623138940632039,0.7716615698267074,0.8966390538450022
8,0.8843663772159882,0.7614678899082569,0.8928913618444034
9,0.9566767125349648,0.764525993883792,0.8894879984031139
10,0.961670088081428,0.7614678899082569,0.8890538450022456
11,0.9019815271357634,0.7543323139653415,0.8868032336942961
12,0.8855709294721135,0.7573904179408767,0.8850316882079945
13,0.9486443749747631,0.763506625891947,0.8794924896451919
14,0.9495769015054819,0.7696228338430173,0.8842581965167923
15,0.9038577240784477,0.7716615698267074,0.8834647437496882
16,0.920098881124235,0.7604485219164119,0.8828858725485305
17,0.9278338258814496,0.7563710499490316,0.8798567792804033
18,0.973699429318324,0.7573904179408767,0.8789186087130095
19,0.9468603603519067,0.7594291539245668,0.8791830929687111
20,0.9634919840838688,0.7614678899082569,0.8767079195568641
21,0.9866025353061314,0.7543323139653415,0.8820874295124507
22,1.044978996938157,0.7471967380224261,0.873638904136933
23,1.0090810568143105,0.7471967380224261,0.8698313289086281
24,1.0049440642927037,0.7563710499490316,0.8768526373571536
25,0.9763486391117571,0.7563710499490316,0.8800713608463495
26,0.9638228009964712,0.7563710499490316,0.8780552921802486
27,1.0284150060528279,0.7533129459734964,0.8744922401317431
28,1.012432590081422,0.7563710499490316,0.8747018314287139
29,1.0209031934098973,0.7471967380224261,0.8705349568341734
30,0.9578986058845189,0.7594291539245668,0.873519137681521
31,1.027990063456828,0.7502548419979612,0.8683891411747093
32,1.0171753964961243,0.7522935779816514,0.8586830680173662
33,1.0921343836276416,0.7431192660550459,0.8569015419931134
34,1.0297084469253257,0.7482161060142711,0.8609137182494135
35,1.0487272399159624,0.7420998980632009,0.8667872648335745
36,1.030926998784418,0.744138634046891,0.8607091172214183
37,1.0596297919810973,0.7492354740061162,0.8681795498777384
38,0.995662506233054,0.7563710499490316,0.8697215429911673
39,0.9628670091658192,0.7563710499490316,0.8647861669743999
40,1.0225397609364124,0.744138634046891,0.8632940765507261
41,1.0087564753465332,0.7502548419979612,0.8651404760716602
42,1.0568137244529316,0.7431192660550459,0.8650456609611257
43,0.9791201264668677,0.7522935779816514,0.868987973451769
44,1.0345074756794383,0.7482161060142711,0.8601402265582117
45,1.0864095194806382,0.7410805300713558,0.8581391286990369
46,1.0137780693935934,0.7533129459734964,0.8625355556664505
47,1.046427148197769,0.7431192660550459,0.8610384749738011
48,1.0032476662192018,0.7553516819571865,0.8610684165876541
49,0.9979960592757914,0.746177370030581,0.8592120365287689
50,1.038807996187006,0.745158002038736,0.8568017366136035
