round,global_loss,global_acc,global_auc
78,0.15942476825635146,0.9533363390441839,0.9011844371422155
79,0.1630277499330639,0.9522091974752029,0.9020072111782194
80,0.16030262062019343,0.9524346257889991,0.8982708211551425
81,0.16142130425703527,0.9529981965734896,0.9026006748983795
82,0.16746490147886245,0.9517583408476105,0.9014534200396729
83,0.16073118822314886,0.9522091974752029,0.8991572043793058
84,0.15680104064260927,0.9529981965734896,0.9031166205789916
85,0.1620786742612088,0.9520964833183048,0.9000922335208681
86,0.1600174150934902,0.9531109107303878,0.9000266633186343
87,0.15949190868813432,0.9506311992786294,0.8983219402353941
88,0.1617088218856661,0.9515329125338142,0.9014474217660235
89,0.16369278001943535,0.9519837691614067,0.9044674686779602
90,0.16346986661623153,0.9514201983769162,0.9042955038807411
91,0.1630264644416988,0.9519837691614067,0.9050746859751835
92,0.164331268303968,0.9516456266907124,0.9060227327794065
93,0.16263041270492015,0.9516456266907124,0.9017244706754163
94,0.1595372365851344,0.9518710550045085,0.901995482529093
95,0.16206750634429318,0.9516456266907124,0.9028941307278456
96,0.16580776003145506,0.9527727682596934,0.9030434307845165
97,0.1612362886989062,0.9517583408476105,0.9016495160488793
98,0.16542141778148733,0.9520964833183048,0.8944580029510508
99,0.16243685621136716,0.9531109107303878,0.8952002216691489
100,0.16180963978856613,0.9524346257889991,0.895641545682956
101,0.1665773492359902,0.9522091974752029,0.8997164225913573
102,0.16759711390028845,0.951307484220018,0.8969677382931917
103,0.16411681330948186,0.951307484220018,0.894106363651357
104,0.1611952567366506,0.9518710550045085,0.8896787445169153
105,0.16520541980977038,0.9516456266907124,0.8932620567724946
106,0.16205166441240837,0.9526600541027953,0.8968289447022662
107,0.16058194518904517,0.9516456266907124,0.8966247829832784
108,0.165412003834076,0.9519837691614067,0.8926615984289973
109,0.16177555633754184,0.9519837691614067,0.8916123208385381
110,0.1622595110357776,0.9515329125338142,0.8933773565397484
111,0.16276292865284459,0.9516456266907124,0.8937574758002571
112,0.1623582923788526,0.9516456266907124,0.8931536438884518
113,0.16257315452133556,0.9529981965734896,0.8982137136891526
114,0.16619017156573915,0.9514201983769162,0.8995846660186012
115,0.16722496256803945,0.9514201983769162,0.8953774314296741
116,0.16307085375045405,0.9522091974752029,0.8950946119058918
117,0.16822835052242324,0.9510820559062219,0.889928726466997
118,0.16427635378687164,0.9528854824165915,0.8953818707100849
119,0.16568147745318298,0.9519837691614067,0.8954651472524581
120,0.16511184979642501,0.9517583408476105,0.8924623065499683
121,0.16849062771841253,0.9525473399458972,0.898480642775897
122,0.16552220326072575,0.951307484220018,0.8921639049100375
123,0.16982256093290674,0.951307484220018,0.8918638298532583
124,0.16220659710926855,0.9518710550045085,0.8926103107356987
125,0.16632983474716137,0.952321911632101,0.8964811008402986
126,0.1686397024530164,0.9522091974752029,0.8964001403862705
127,0.1637493289126494,0.9522091974752029,0.8944189035677462
