epoch,train_loss,test_loss,test_accuracy,test_auc
1,0.11220871091172145,0.01985512987222401,0.9966329966329966,0.8704954954954955
2,0.021585341505186113,0.018780445946823685,0.9966329966329966,0.8841966966966968
3,0.02065232618833508,0.01853053214307561,0.9966329966329966,0.8841028528528528
4,0.02020086602534266,0.018296410873172728,0.9966329966329966,0.8959271771771772
5,0.019811811375383813,0.01868914391408548,0.9966329966329966,0.8866366366366366
6,0.019625023467875074,0.01872581155661297,0.9966329966329966,0.8866366366366366
7,0.01924262741212285,0.018197109993060113,0.9966329966329966,0.8925487987987988
8,0.01905952590500643,0.01823819119521907,0.9966329966329966,0.890015015015015
9,0.018897208060969457,0.01828899823116634,0.9966329966329966,0.8902965465465466
10,0.01874217715683043,0.0184590977832976,0.9966329966329966,0.890015015015015
