epoch,train_loss,test_loss,test_accuracy,test_auc
1,0.5223341695775306,0.3776185684375935,0.8453453453453453,0.8929881974248927
2,0.3808337097934674,0.3590737059488669,0.8483483483483484,0.8974517167381975
3,0.3654741411750376,0.3583983546262747,0.8468468468468469,0.8990289699570816
4,0.3606880319295488,0.3515360841342995,0.8543543543543544,0.899222103004292
5,0.3566641086833949,0.3519267438052295,0.8558558558558559,0.89987660944206
6,0.3546103749188282,0.35010252494711774,0.8603603603603603,0.8998766094420602
7,0.35207355490664616,0.35075286925733984,0.8528528528528528,0.9009710300429183
8,0.35052860617704845,0.3538462527700373,0.8483483483483484,0.901368025751073
9,0.347387052936631,0.35431189526308765,0.8513513513513513,0.900112660944206
10,0.3449157437891065,0.3482478065891667,0.8603603603603603,0.9001448497854075
