round,loss,acc,auc
1,0.5595953059984041,0.8048048048048048,0.9071083690987125
2,0.552184202291586,0.8183183183183184,0.9072585836909871
3,0.5965826102384217,0.8168168168168168,0.9066577253218884
4,0.5740340738683134,0.8123123123123123,0.9040289699570815
5,0.5692458985983072,0.8198198198198198,0.9050804721030044
6,0.5731925430956546,0.8183183183183184,0.9027306866952789
7,0.5774789212702273,0.8123123123123123,0.9038036480686695
8,0.5508025306481141,0.8138138138138138,0.9016255364806868
9,0.5870004528993601,0.8108108108108109,0.9020976394849787
10,0.56132221293521,0.8108108108108109,0.9042972103004291
11,0.5930172104735274,0.8078078078078078,0.9026663090128756
12,0.5617267531496627,0.8063063063063063,0.9011319742489269
13,0.5784090234710647,0.8093093093093093,0.9028165236051502
14,0.595418002333369,0.8033033033033034,0.8984710300429185
15,0.5904386662864112,0.8063063063063063,0.894758583690987
16,0.6044929628078644,0.7972972972972973,0.8941040772532187
17,0.5877517713261796,0.8093093093093093,0.8941684549356222
18,0.589494633334535,0.8018018018018018,0.8912714592274679
19,0.6043159788972264,0.8033033033033034,0.8901663090128754
20,0.6194723235057281,0.8018018018018018,0.8854881974248927
21,0.6077224493205726,0.8048048048048048,0.8876663090128754
22,0.5962454325801976,0.8018018018018018,0.88625
23,0.6181665477272984,0.8123123123123123,0.8888572961373391
24,0.6081861236968914,0.8138138138138138,0.8868937768240344
25,0.5895784934898755,0.8138138138138138,0.8866469957081546
26,0.5847383810056223,0.8078078078078078,0.8871942060085836
27,0.6047506402204702,0.8093093093093093,0.8869796137339057
28,0.6194821186251827,0.8078078078078078,0.8871620171673821
29,0.6085396960332945,0.8018018018018018,0.8846727467811158
30,0.588595266546215,0.8123123123123123,0.8853165236051502
31,0.6073449764165793,0.8078078078078078,0.8877092274678112
32,0.6281095465740284,0.8033033033033034,0.887054721030043
33,0.6285095452904343,0.8033033033033034,0.8848551502145924
34,0.6214645255256344,0.8048048048048048,0.8854130901287554
35,0.6182468528146142,0.8093093093093093,0.8843723175965666
36,0.6245152586931223,0.8063063063063063,0.8856813304721031
37,0.6173105364268249,0.8048048048048048,0.8832349785407725
38,0.6076695261237858,0.8063063063063063,0.8890611587982833
39,0.6130457139229989,0.8063063063063063,0.8872907725321888
40,0.6258916665125895,0.8063063063063063,0.8907671673819744
41,0.6181280838476645,0.8093093093093093,0.8900375536480687
42,0.593839637241564,0.8108108108108109,0.8908530042918454
43,0.617240383460357,0.8078078078078078,0.8916684549356223
44,0.6120180258521805,0.8093093093093093,0.8910890557939913
45,0.6032686668473322,0.8063063063063063,0.8912821888412018
46,0.5888391728694733,0.8153153153153153,0.892848712446352
47,0.6099544597101642,0.8093093093093093,0.8934173819742488
48,0.6137834536778676,0.8048048048048048,0.8885354077253219
49,0.6095254149164882,0.8078078078078078,0.8904667381974248
50,0.6157824862468708,0.8033033033033034,0.8899517167381974
51,0.5993292770228228,0.8093093093093093,0.8901984978540772
52,0.6006597469339857,0.8063063063063063,0.8904130901287554
53,0.6192469678304575,0.8093093093093093,0.8876663090128756
54,0.6057484027322706,0.8108108108108109,0.8887285407725323
55,0.5899947410947209,0.8108108108108109,0.8891362660944206
56,0.5964266457357206,0.8168168168168168,0.8902092274678113
